ds,yhat,yhat_lower,yhat_upper
2018-12-24 15:33:51,1.2845951143990966,0.0,3.354420396751435
2018-12-24 15:34:51,1.284551234943331,0.0,3.33215824686764
2018-12-24 15:35:51,1.2845073554875657,0.0,3.517277101448289
2018-12-24 15:36:51,1.2844634760318,0.0,3.388124898764023
2018-12-24 15:37:51,1.2844195965760346,0.0,3.3438664578641255
2018-12-24 15:38:51,1.284375717120269,0.0,3.5242579925063136
2018-12-24 15:39:51,1.2843318376645034,0.0,3.248286120398735
2018-12-24 15:40:51,1.2842879582087379,0.0,3.4487640922430702
2018-12-24 15:41:51,1.2842440787529723,0.0,3.465267438094012
2018-12-24 15:42:51,1.2842001992972067,0.0,3.4384278055824624
2018-12-24 15:43:51,1.2841563198414412,0.0,3.3663180619605706
2018-12-24 15:44:51,1.2841124403856756,0.0,3.541121167983945
2018-12-24 15:45:51,1.28406856092991,0.0,3.4989925459385556
2018-12-24 15:46:51,1.2840246814741447,0.0,3.433228691321573
2018-12-24 15:47:51,1.2839808020183792,0.0,3.334543413347858
2018-12-24 15:48:51,1.2839369225626136,0.0,3.466822559848765
2018-12-24 15:49:51,1.283893043106848,0.0,3.3979278975527545
2018-12-24 15:50:51,1.2838491636510823,0.0,3.611334141213708
2018-12-24 15:51:51,1.2838052841953167,0.0,3.4488325599109975
2018-12-24 15:52:51,1.2837614047395514,0.0,3.392197337366853
2018-12-24 15:53:51,1.2837175252837858,0.0,3.5473399325780797
2018-12-24 15:54:51,1.2836736458280202,0.0,3.2152440889244014
2018-12-24 15:55:51,1.2836297663722547,0.0,3.467192233446165
2018-12-24 15:56:51,1.2835858869164891,0.0,3.4667010862331074
2018-12-24 15:57:51,1.2835420074607238,0.0,3.4745639586976274
2018-12-24 15:58:51,1.2834981280049582,0.0,3.4089727587172547
2018-12-24 15:59:51,1.2834542485491924,0.0,3.3961310486349343
2018-12-24 16:00:51,1.2834103690934269,0.0,3.339961913368456
2018-12-24 16:01:51,1.2833664896376613,0.0,3.373501316088987
2018-12-24 16:02:51,1.2833226101818958,0.0,3.495284071446074
2018-12-24 16:03:51,1.2832787307261304,0.0,3.316886141234424
2018-12-24 16:04:51,1.2832348512703649,0.0,3.540862952018359
2018-12-24 16:05:51,1.2831909718145993,0.0,3.4211683791960628
2018-12-24 16:06:51,1.2831470923588337,0.0,3.355654883360533
2018-12-24 16:07:51,1.2831032129030682,0.0,3.443874166163289
2018-12-24 16:08:51,1.2830593334473028,0.0,3.369053971940342
2018-12-24 16:09:51,1.283015453991537,0.0,3.3785061260285265
2018-12-24 16:10:51,1.2829715745357715,0.0,3.3055314560915656
2018-12-24 16:11:51,1.282927695080006,0.0,3.555951884516133
2018-12-24 16:12:51,1.2828838156242404,0.0,3.419650266949331
2018-12-24 16:13:51,1.2828399361684748,0.0,3.481831666452026
2018-12-24 16:14:51,1.2827960567127095,0.0,3.4270880416491485
2018-12-24 16:15:51,1.282752177256944,0.0,3.4205773725856505
2018-12-24 16:16:51,1.2827082978011783,0.0,3.603072660794666
2018-12-24 16:17:51,1.2826644183454128,0.0,3.521906129830528
2018-12-24 16:18:51,1.282620538889647,0.0,3.6042474440976515
2018-12-24 16:19:51,1.2825766594338814,0.0,3.434656689848707
2018-12-24 16:20:51,1.282532779978116,0.0,3.515023620973345
2018-12-24 16:21:51,1.2824889005223505,0.0,3.4191874079916365
2018-12-24 16:22:51,1.282445021066585,0.0,3.253217820016602
2018-12-24 16:23:51,1.2824011416108194,0.0,3.351518318308228
2018-12-24 16:24:51,1.2823572621550539,0.0,3.481569461887257
2018-12-24 16:25:51,1.2823133826992885,0.0,3.371694527141003
2018-12-24 16:26:51,1.282269503243523,0.0,3.396150807243045
2018-12-24 16:27:51,1.2822256237877572,0.0,3.3792006426105914
2018-12-24 16:28:51,1.2821817443319916,0.0,3.286534311827679
2018-12-24 16:29:51,1.282137864876226,0.0,3.7424193099189957
2018-12-24 16:30:51,1.2820939854204605,0.0,3.360586836828508
2018-12-24 16:31:51,1.2820501059646952,0.0,3.2300974718978512
2018-12-24 16:32:51,1.2820062265089296,0.0,3.5407556325619427
