ds,yhat,yhat_lower,yhat_upper
2018-12-24 15:35:06,1.2000286125968875,-0.2145892698321621,2.6386539795387547
2018-12-24 15:36:06,1.2001235785685316,-0.11647368690883037,2.608124458769951
2018-12-24 15:37:06,1.2002185445401758,-0.3421199170998924,2.466308288223595
2018-12-24 15:38:06,1.20031351051182,-0.24212298050972922,2.6489556332727973
2018-12-24 15:39:06,1.2004084764834642,-0.0999479046327657,2.573522586907351
2018-12-24 15:40:06,1.2005034424551082,-0.13025536686679348,2.6055415686600263
2018-12-24 15:41:06,1.2005984084267523,-0.24007985192438425,2.5189384717450367
2018-12-24 15:42:06,1.2006933743983965,-0.27485388931093885,2.6890775268294673
2018-12-24 15:43:06,1.2007883403700406,-0.15554496241836477,2.545163662013181
2018-12-24 15:44:06,1.2008833063416848,-0.21919954856137955,2.5674137230600156
2018-12-24 15:45:06,1.2009782723133289,-0.12244788323310704,2.5507933794572177
2018-12-24 15:46:06,1.201073238284973,-0.22490475515626512,2.5802131840850615
2018-12-24 15:47:06,1.201168204256617,-0.1847259070987296,2.6099728917344764
2018-12-24 15:48:06,1.2012631702282612,-0.21322095650379838,2.6226182210827393
2018-12-24 15:49:06,1.2013581361999053,-0.13943375698699847,2.6391409550513787
2018-12-24 15:50:06,1.2014531021715495,-0.1493145836754721,2.5947287189696358
2018-12-24 15:51:06,1.2015480681431936,-0.205757169307976,2.6310671732687423
2018-12-24 15:52:06,1.2016430341148376,-0.2291182244457677,2.621630182568092
2018-12-24 15:53:06,1.201738000086482,-0.23326491495727597,2.5947368861007014
2018-12-24 15:54:06,1.201832966058126,-0.1894587490712274,2.4554561092270974
2018-12-24 15:55:06,1.2019279320297702,-0.10320045247909254,2.6297137889298994
2018-12-24 15:56:06,1.2020228980014143,-0.1997933167580868,2.6068098932871386
2018-12-24 15:57:06,1.2021178639730585,-0.13954584204929715,2.64901643555284
2018-12-24 15:58:06,1.2022128299447026,-0.10926993014063276,2.522476691994884
2018-12-24 15:59:06,1.2023077959163466,-0.18123069714794385,2.5364649073012857
2018-12-24 16:00:06,1.202402761887991,-0.20150621648246564,2.4976054653899062
2018-12-24 16:01:06,1.202497727859635,-0.19449628359995175,2.6856085289917293
2018-12-24 16:02:06,1.2025926938312792,-0.21620308379768852,2.529083872892265
2018-12-24 16:03:06,1.2026876598029232,-0.20062642667697392,2.533675041417568
2018-12-24 16:04:06,1.2027826257745673,-0.19418214765152914,2.5643719354518995
2018-12-24 16:05:06,1.2028775917462116,-0.11951302707661156,2.5880846633353225
2018-12-24 16:06:06,1.2029725577178556,-0.09785178056537183,2.663367874381759
2018-12-24 16:07:06,1.2030675236894999,-0.24241416712140523,2.566286359343638
2018-12-24 16:08:06,1.203162489661144,-0.1392172617903065,2.6514760650472304
2018-12-24 16:09:06,1.203257455632788,-0.08378131193884275,2.6185744850763415
2018-12-24 16:10:06,1.203352421604432,-0.20876023138319064,2.613202588408132
2018-12-24 16:11:06,1.2034473875760763,-0.1086945785656711,2.6757500304784267
2018-12-24 16:12:06,1.2035423535477203,-0.13234418213024401,2.5368512081554533
2018-12-24 16:13:06,1.2036373195193646,-0.12112080782474642,2.5676465562962596
2018-12-24 16:14:06,1.2037322854910086,-0.20343278115333543,2.5461846342344026
2018-12-24 16:15:06,1.2038272514626527,-0.16104124068653838,2.6649904860589255
2018-12-24 16:16:06,1.203922217434297,-0.13666200779315893,2.5674511486765965
2018-12-24 16:17:06,1.204017183405941,-0.06212857980265454,2.5746646491313925
2018-12-24 16:18:06,1.2041121493775853,-0.24201056794357176,2.5006248946841168
2018-12-24 16:19:06,1.2042071153492293,-0.1727594027932483,2.583672964879765
2018-12-24 16:20:06,1.2043020813208734,-0.14262277067597584,2.6514060404086384
2018-12-24 16:21:06,1.2043970472925174,-0.17410505284890823,2.5408038344620847
2018-12-24 16:22:06,1.2044920132641617,-0.07109471916338769,2.5942295811456293
2018-12-24 16:23:06,1.204586979235806,-0.20680003728244442,2.5577255108637287
2018-12-24 16:24:06,1.20468194520745,-0.13651455147448532,2.6169853705661437
2018-12-24 16:25:06,1.204776911179094,-0.1387475713539416,2.502038081600312
2018-12-24 16:26:06,1.204871877150738,-0.10888261246825248,2.57579590890823
2018-12-24 16:27:06,1.2049668431223823,-0.1614555929894007,2.589304575885372
2018-12-24 16:28:06,1.2050618090940266,-0.11633102365730874,2.5024808544824135
2018-12-24 16:29:06,1.2051567750656706,-0.27890903930069433,2.5172600114610573
2018-12-24 16:30:06,1.2052517410373147,-0.16737099029143196,2.561979341367776
2018-12-24 16:31:06,1.2053467070089587,-0.2039628458346126,2.541908873209176
2018-12-24 16:32:06,1.205441672980603,-0.21786676164563543,2.6259150259156
2018-12-24 16:33:06,1.205536638952247,-0.11354447544424225,2.6544329113557232
2018-12-24 16:34:06,1.2056316049238913,-0.11588805827122264,2.570893385757192
