ds,yhat,yhat_lower,yhat_upper
2018-12-24 15:34:51,6.869953291488654,3.0668575103099287,10.522919313764278
2018-12-24 15:35:51,6.878263538872926,3.0027351202773827,10.281215928559618
2018-12-24 15:36:51,6.886539225959991,3.2790836558593806,10.679825380678464
2018-12-24 15:37:51,6.894777835751631,3.232154542825141,11.003594499739975
2018-12-24 15:38:51,6.902976859965663,3.0782631345285036,10.937486032118663
2018-12-24 15:39:51,6.911133799887817,3.16483479188652,10.353234794473298
2018-12-24 15:40:51,6.919246166869579,3.2627943413392275,10.547815657272112
2018-12-24 15:41:51,6.927311483669977,3.28955571055924,10.688354358426805
2018-12-24 15:42:51,6.935327284703624,2.994657866190918,10.537206274426833
2018-12-24 15:43:51,6.943291117372183,3.4012845468089012,10.814873210230644
2018-12-24 15:44:51,6.951200542571426,3.106916978583386,10.70870151706859
2018-12-24 15:45:51,6.959053135424928,3.2295084578617628,10.547756687479685
2018-12-24 15:46:51,6.966846486434798,3.2298530434271395,10.719988163942347
2018-12-24 15:47:51,6.974578201981695,3.097956410260072,10.536404068421406
2018-12-24 15:48:51,6.982245905159075,2.914349109568275,10.847985530110401
2018-12-24 15:49:51,6.989847236704332,3.164532019453613,10.53423564975184
2018-12-24 15:50:51,6.997379855598016,2.953212925510748,11.016469198264875
2018-12-24 15:51:51,7.004841439998295,3.0165895794689455,10.74744844021786
2018-12-24 15:52:51,7.0122296879479045,3.125906385086047,10.565162004959905
2018-12-24 15:53:51,7.019542318075634,3.463707373177207,10.696626044384463
2018-12-24 15:54:51,7.02677707048714,3.382570619467617,10.938011911996645
2018-12-24 15:55:51,7.03393170745264,3.3461993982589524,10.744397289784159
2018-12-24 15:56:51,7.041004014096527,3.3656530915006004,10.884433370043716
2018-12-24 15:57:51,7.047991799279589,3.559731713576089,10.877653970515617
2018-12-24 15:58:51,7.054892896171766,3.2942520016402295,10.906764382711499
2018-12-24 15:59:51,7.061705163102957,3.292717054414351,10.733152842014059
2018-12-24 16:00:51,7.068426484317343,3.281044407849054,10.893935393264151
2018-12-24 16:01:51,7.075054770409863,3.355506092718145,10.946239857036872
2018-12-24 16:02:51,7.08158795943126,3.0478583077044776,10.53938433411609
2018-12-24 16:03:51,7.088024017294644,3.548742858547274,10.929332292086285
2018-12-24 16:04:51,7.0943609385243045,3.5306822900566512,10.94541618611439
2018-12-24 16:05:51,7.100596747027471,3.526070036847072,10.862556006812795
2018-12-24 16:06:51,7.10672949662962,3.248759079122739,10.819734116995626
2018-12-24 16:07:51,7.112757271864323,3.4237409444511124,10.91848254815431
2018-12-24 16:08:51,7.1186781885594925,3.320759404770946,10.790029070051613
2018-12-24 16:09:51,7.124490394440541,3.4590179590262102,10.894654055084299
2018-12-24 16:10:51,7.130192069883476,3.4255048179512153,11.014730954935219
2018-12-24 16:11:51,7.135781428398419,3.3452522265670326,10.59650127430492
2018-12-24 16:12:51,7.141256717357882,3.280422661713218,10.93659273245914
2018-12-24 16:13:51,7.146616218563688,3.260623280242371,10.83546706124174
2018-12-24 16:14:51,7.151858248781666,3.442226075809281,10.840910812372245
2018-12-24 16:15:51,7.156981160400154,3.6417000336316216,10.661545997610927
2018-12-24 16:16:51,7.1619833420531,3.4536673339565014,10.735131486312751
2018-12-24 16:17:51,7.166863218938523,3.419630584066715,11.033145182518727
2018-12-24 16:18:51,7.1716192537311425,3.3489966578576476,10.871577862647841
2018-12-24 16:19:51,7.176249946739765,3.328404230032089,10.69694927368205
2018-12-24 16:20:51,7.180753836766505,3.44101929677712,10.636517763422841
2018-12-24 16:21:51,7.185129501427238,3.626596028663311,11.132026195037541
2018-12-24 16:22:51,7.18937555767868,3.454621170757843,10.549770693401735
2018-12-24 16:23:51,7.193490662369404,3.643196848278656,10.951235004316485
2018-12-24 16:24:51,7.197473512702725,3.5346123746832903,11.163656621201971
2018-12-24 16:25:51,7.201322846650875,3.301614347611119,10.852724418486831
2018-12-24 16:26:51,7.205037443485469,3.662909880003526,11.11591948461375
2018-12-24 16:27:51,7.208616124170715,3.534616663294531,10.950910780958262
2018-12-24 16:28:51,7.212057751812177,3.4687009540170894,10.81301996748588
2018-12-24 16:29:51,7.2153612320929135,3.411922833329079,11.00713056435964
2018-12-24 16:30:51,7.218525513621932,3.5350452325395043,10.874005298154517
2018-12-24 16:31:51,7.221549588369238,3.298228790264597,10.978272710402308
2018-12-24 16:32:51,7.224432492098531,3.6228675225500635,11.098876722308182
2018-12-24 16:33:51,7.227173304570082,3.701244713654172,10.934367305649106
2018-12-24 16:34:51,7.229771150056168,3.5179231526215835,11.126724529751097
2018-12-24 16:35:51,7.2322251976080505,3.4232608630205554,10.930471090338923
2018-12-24 16:36:51,7.234534661371164,3.7762103471686803,10.97525224020603
2018-12-24 16:37:51,7.236698800948274,3.6917875848699655,11.22148323132837
2018-12-24 16:38:51,7.238716921609916,3.302298414980577,10.897628917019516
2018-12-24 16:39:51,7.24058837467159,3.5835937572798513,10.747939791010342
2018-12-24 16:40:51,7.242312557709477,3.389664932833715,10.758367425449785
2018-12-24 16:41:51,7.243888914810116,3.5620221661454936,10.853817238529858
2018-12-24 16:42:51,7.245316936826501,3.531418917444514,11.066738517200731
2018-12-24 16:43:51,7.246596161625983,3.7540922377547243,10.866077331283012
2018-12-24 16:44:51,7.247726174254823,3.25508093047027,10.960773266772303
2018-12-24 16:45:51,7.248706607156163,3.4534347231036753,10.836161589766427
2018-12-24 16:46:51,7.249537140385327,3.417843781827009,11.10145456825087
2018-12-24 16:47:51,7.250217501717781,3.6800535285184823,10.941022841385736
2018-12-24 16:48:51,7.250747466829167,3.099678699786471,11.148666013992502
2018-12-24 16:49:51,7.251126859472438,3.5202532461864573,11.002808890541226
2018-12-24 16:50:51,7.251355551516128,3.3327157957269273,10.884783333234044
